text,label
2026-03-06 PLANET FITNESS CLUB FEES $15.49,1
07/03 EXPRESSVPN SUBSCR 11.99,1
Jun 14 Jun 14 XBOX LIVE GOLD 5.99,1
Nov 04 CONTACTLESS PURCHASE SHELL C02931 216.22,0
2026-01-27 POS PURCHASE GOOGLE PLAY STORE PURCH $199.78,0
E-TRANSFER RECEIVED Nov 09 -96.72,0
03/26 express tech ltd $29.99,1
10/04 CONTACTLESS PURCHASE CRAVETV BELL MEDIA 22.99,1
EXPRESS TECH LTD 2026-02-02 -24.99,1
09/18 BESTBUY.CA #937 146.39,0
05/05 CONTACTLESS PURCHASE COSTCO WHOLESALE W550 111.74,0
MORTGAGE PAYMENT TD Mar 03 -47.56,0
Feb 27 POS PURCHASE PATREON INTERNET $17.99,1
"Nov 05 Nov 05 UBER *EATS PENDING 223.03 3,332.25",0
11/04 STARBUCKS 800-782-7282 213.17,0
03/04 APPLE STORE YORKDALE 250.89,0
Nov 05 CONTACTLESS PURCHASE AUDIBLE.CA MEMBERSHIP 16.49,1
"2026-05-05 2026-05-05 WAL-MART #1061 23.73 1,810.71",0
bestbuy online order 08/23 -149.88,0
2026-04-25 PRE-AUTHORIZED PAYMENT DISNEY+ BURBANK CA $7.99,1
"May 01 ICLOUD+ STORAGE $10.99 $8,860.33",1
"02/22 TIM HORTONS #2231 102.53 6,112.58",0
Jan 08 Jan 08 UBER EATS 105.00,0
2026-11-17 POS PURCHASE COSTCO WHOLESALE W550 $158.44,0
2026-10-04 MONTHLY ACCOUNT FEE $25.03,0
CRAVE TORONTO ON 07/22 -17.99,1
jan 21 patreon.com/bill 19.99,1
2026-03-28 MORTGAGE PAYMENT TD $167.67,0
"11/02 APPLE ICLOUD 50GB 17.99 3,231.88",1
2026-05-02 CONTACTLESS PURCHASE MORTGAGE PAYMENT TD 2.38,0
jun 07 contactless purchase microsoft*xbox game pass 17.99,1
2026-11-07 e-transfer received $20.90,0
2026-03-15 PRE-AUTHORIZED PAYMENT AUDIBLE*UK8FN2 $16.49,1
01/09 pre-authorized payment mcd #33851 $35.70,0
Sep 04 POS PURCHASE DOLLARAMA S-1182 $234.37,0
"Feb 25 Feb 25 EXPRESS TECH LTD 24.99 7,308.40",1
"2026-12-04 2026-12-04 ESSO 7-ELEVEN 119.10 2,271.52",0
01/04 PRE-AUTHORIZED PAYMENT TIMHORTONS 4415 $219.03,0
05/26 CONTACTLESS PURCHASE WALMART.CA 37.84,0
06/17 PRE-AUTHORIZED PAYMENT EXPRESS TECH LTD $9.99,1
HYDRO ONE PREAUTH 10/13 -148.19,0
"10/12 BESTBUY ONLINE ORDER $235.48 $8,603.62",0
05/18 pos purchase uber trip $91.00,0
Dec 24 PRE-AUTHORIZED PAYMENT OVERDRAFT PROTECTION FEE $168.13,0
01/08 PRE-AUTHORIZED PAYMENT LOBLAWS #1029 $100.94,0
May 10 PRE-AUTHORIZED PAYMENT MCD #33851 $113.77,0
"Dec 11 Dec 11 LYFT RIDE 27-04 187.61 8,858.85",0
Sep 14 SHOPPERSDRUGMART 984 195.11,0
Jul 14 CONTACTLESS PURCHASE GOOGLE YOUTUBE MEMBER 12.99,1
2026-07-28 ESSO CIRCLE K 71234 $192.57,0
"09/11 09/11 CRUNCHYROLL MEMBERSHIP 54.99 8,401.72",1
2026-03-17 CONTACTLESS PURCHASE GOOGLE ONE STORAGE 54.99,1
AUDIBLE ADBL.CO/PYMT 2026-10-01 -54.99,1
Jun 22 PATREON INTERNET 19.99,1
2026-06-27 CONTACTLESS PURCHASE MSFT * ONE MICROSOFT 22.99,1
Jul 15 Jul 15 ROGERS PREAUTH PAYMT 186.37,0
jan 14 wal-mart #1061 $127.74,0
"Mar 06 WALMART STORE #3115 177.65 8,103.83",0
11/22 pos purchase bell canada bill payment $42.44,0
"2026-09-02 anthropic claude.ai 22.99 2,724.62",1
Jan 11 Jan 11 DISNEY+ BURBANK CA 12.99,1
CINEPLEX ODEON QUEENSWAY 04/26 -66.88,0
09/01 PRE-AUTHORIZED PAYMENT CINEPLEX ODEON QUEENSWAY $30.17,0
MCDONALD'S #40265 2026-10-14 -65.90,0
"10/17 MICROSOFT*M365 14.99 6,183.58",1
APPLE.COM/BILL 866-712-7753 Sep 23 -16.49,1
"09/26 09/26 BELL CANADA BILL PAYMENT 242.13 2,155.14",0
08/13 POS PURCHASE WALMART.CA $216.76,0
2026-01-25 2026-01-25 TWITCH SUBSCRIPTION 14.99,1
"Oct 24 UBER *TRIP HELP.UBER.COM 50.60 3,924.06",0
"Jan 03 WAWANESA INSURANCE $182.36 $1,043.39",0
Jun 20 NYTIMES DIGITAL $15.49,1
2026-12-01 INTACT INSURANCE PYMT $185.17,0
2026-11-04 CRAVE TORONTO ON $5.99,1
05/06 UBER EATS 221.75,0
"2026-02-13 2026-02-13 HYDRO ONE PREAUTH 141.52 7,370.61",0
03/01 LYFT RIDE 27-04 $242.43 $820.55,0
2026-06-02 APPLE ICLOUD 50GB 12.99,1
08/10 COSTCO.CA ONLINE 49.87,0
"2026-05-13 2026-05-13 CRAVE ENTERTAINMENT 24.99 4,395.98",1
"Sep 23 Sep 23 PRIME MEMBER AMZN.CA/BILL 15.49 1,278.59",1
Feb 14 PRIME MEMBER AMZN.CA/BILL 5.99,1
2026-02-04 CONTACTLESS PURCHASE EXPRESSVPN.COM 15.49,1
2026-06-08 POS PURCHASE THE BEER STORE 2104 $91.30,0
05/28 DOLLARAMA #423 $223.26,0
08/11 08/11 NETFLIX INTERNATIONAL B.V. 16.49 133.37,1
"07/11 PAYROLL DEPOSIT ACME LTD 51.25 4,848.53",0
2026-03-19 ATM WITHDRAWAL 004412 240.12,0
"2026-03-19 TIM HORTONS #0187 TORONTO $33.96 $7,489.43",0
"12/09 UBER BV TRIP 4X2 $246.34 $4,072.89",0
10/09 PRE-AUTHORIZED PAYMENT BELL CANADA BILL PAYMENT $130.67,0
"2026-10-05 CINEPLEX ODEON QUEENSWAY 48.11 8,374.95",0
05/20 POS PURCHASE APPLE STORE R121 $186.91,0
"11/10 spotify ab 14.99 7,268.74",1
May 19 May 19 OPENAI *CHATGPT SUBSCR 16.49,1
"dec 25 google*one 100gb 16.49 2,634.59",1
03/25 CONTACTLESS PURCHASE E-TRANSFER RECEIVED 216.21,0
"06/21 THE KEG STEAKHOUSE $88.75 $8,106.95",0
"10/17 10/17 AMAZON PRIME*2A3BC4 10.99 2,985.29",1
2026-08-24 CONTACTLESS PURCHASE GOOGLE*HELP.PAY# ONE-TIME 55.69,0
Feb 09 POS PURCHASE SUBWAY FRANCHISE $75.69,0
2026-12-13 PRE-AUTHORIZED PAYMENT CINEPLEX ODEON QUEENSWAY $136.12,0
"Apr 04 Apr 04 SUBWAY REST 12244 257.61 3,247.91",0
Jul 04 CONTACTLESS PURCHASE EXPRESSVPN SUBSCR 29.99,1
Jul 14 BESTBUY ONLINE ORDER $163.41,0
"Apr 28 EXPRESSVPN SUBSCR 7.99 1,666.86",1
10/02 CONTACTLESS PURCHASE NORDVPN.COM 4.99,1
Oct 07 PLAYSTATION NETWORK 11.99,1
12/17 PRE-AUTHORIZED PAYMENT BELL MOBILITY PREAUTH $104.93,0
Aug 15 GOOGLE *YOUTUBE PREM 7.99,1
"2026-05-01 NYT*NYTIMES SUBSCRIPTION $29.99 $3,881.59",1
"04/24 04/24 twitch subscription 54.99 7,072.75",1
"Oct 22 BESTBUY.CA #937 24.91 7,677.27",0
Dec 16 Dec 16 PRESTO AUTOLOAD 151.24,0
Sep 13 AMZN MKTP CA*2B4FZ8 $155.37,0
ADOBE INC SAN JOSE 2026-04-11 -15.49,1
"10/20 MSFT * ONE MICROSOFT 54.99 4,147.86",1
UBER EATS 2026-03-01 -210.24,0
2026-04-09 POS PURCHASE CRAVETV BELL MEDIA $4.99,1
"07/14 07/14 NSF FEE 145.59 8,602.14",0
01/24 APPLE STORE R121 $231.26,0
"Jul 21 TIMHORTONS 4415 109.51 6,610.73",0
"2026-09-07 2026-09-07 MICROSOFT*XBOX GAME PASS 11.99 6,662.39",1
2026-08-11 2026-08-11 TD INSURANCE PREAUTH 176.85,0
Mar 28 TORONTO HYDRO BILL $150.91,0
"2026-11-17 2026-11-17 MONTHLY ACCOUNT FEE 186.00 8,095.83",0
"Aug 18 NSF FEE 206.31 2,551.87",0
Nov 23 POS PURCHASE CRUNCHYROLL MEMBERSHIP $17.99,1
"2026-10-22 2026-10-22 HELLOFRESH CANADA 16.49 6,313.63",1
Aug 28 Aug 28 NSF FEE 207.99 459.84,0
SUBWAY FRANCHISE 01/07 -62.30,0
2026-03-22 2026-03-22 disney plus 17.99,1
12/02 12/02 BELL CANADA OB 110.71,0
2026-06-18 2026-06-18 GOOGLE *GOOGLE ONE 5.99,1
2026-03-12 CONTACTLESS PURCHASE MCDONALDS Q04 MISSISSAUGA 115.07,0
"2026-12-12 2026-12-12 wine rack #123 12.35 4,997.55",0
Dec 17 Dec 17 PATREON* MEMBERSHIP 14.99,1
03/16 03/16 APPLE ICLOUD 50GB 9.99,1
jan 02 pre-authorized payment pay employer deposit $124.29,0
2026-03-25 POS PURCHASE FIDO MOBILE PAYMENT $137.91,0
"12/24 GOODLIFE FITNESS $7.99 $8,147.78",1
"2026-05-27 STARBUCKS COFFEE T886 189.53 8,215.77",0
Dec 20 Dec 20 ADOBE *CREATIVE CLD 29.99,1
Feb 11 DOLLARAMA #423 146.40,0
2026-09-02 LYFT CANADA INC $257.55,0
"Jan 22 Jan 22 MORTGAGE PAYMENT TD 211.83 5,873.45",0
"04/06 INTERAC E-TRF SENT $206.31 $1,019.78",0
Jun 12 CONTACTLESS PURCHASE DISNEY PLUS 11.99,1
"08/14 08/14 LYFT RIDE 27-04 130.08 8,757.52",0
Jul 21 Jul 21 DOORDASH*PIZZA PIZZA 251.17,0
sep 02 pre-authorized payment xbox live gold $5.99,1
"2026-01-22 2026-01-22 playstationnetwork sub 22.99 1,401.02",1
2026-06-01 pos purchase openai san francisco $4.99,1
"05/05 WINE RACK #123 7.05 1,061.23",0
2026-03-17 GOOGLE*HELP.PAY# ONE-TIME 25.50,0
"2026-07-05 LCBO/RAO #522 $86.34 $6,520.40",0
"01/22 CRAVE TORONTO ON $12.99 $5,658.85",1
Oct 09 POS PURCHASE LYFT *RIDE THU 9AM $53.61,0
11/16 OVERDRAFT INTEREST $249.75 $616.73,0
2026-04-03 PRE-AUTHORIZED PAYMENT PETRO-CANADA 06715 $198.51,0
08/20 CONTACTLESS PURCHASE TWITCH SUBSCRIPTION 14.99,1
03/20 POS PURCHASE INTERAC E-TRF SENT $168.01,0
"Sep 26 BOSTON PIZZA #318 $172.39 $5,992.53",0
Nov 23 APPLE.COM/BILL ON $17.99,1
2026-06-06 CONTACTLESS PURCHASE SHELL CANADA PRODUCTS 165.25,0
2026-06-08 2026-06-08 BEST BUY #611 175.90,0
feb 15 feb 15 petro-canada 06715 135.14,0
2026-09-01 MICROSOFT*XBOX GAME PASS 7.99,1
Jul 24 CONTACTLESS PURCHASE DOORDASH*PIZZA PIZZA 216.02,0
09/26 GREEN P PARKING 154.24 783.98,0
apr 08 starbucks coffee t886 114.45,0
07/25 POS PURCHASE ROGERS PREAUTH PAYMT $234.45,0
03/14 CONTACTLESS PURCHASE MORTGAGE PAYMENT TD 206.40,0
Jan 11 OPENAI SAN FRANCISCO 9.99,1
"2026-09-14 LYFT *RIDE THU 9AM 142.41 7,118.07",0
02/21 MCDONALDS Q04 MISSISSAUGA $82.34 $736.40,0
2026-11-01 MICROSOFT*XBOX GAME PASS $10.99,1
03/09 PRE-AUTHORIZED PAYMENT GOOGLE *YOUTUBE PREM $4.99,1
May 20 HELLOFRESH*WK26 $7.99,1
"jun 26 uber *eats pending $17.63 $8,808.12",0
2026-08-22 ROGERS PREAUTH PAYMT 191.88,0
Oct 05 GOOGLE *GOOGLE ONE $29.99 $451.65,1
Jun 06 CONTACTLESS PURCHASE ROGERS PREAUTH PAYMT 219.30,0
ROGERS COMMUNICATIONS Aug 14 -250.51,0
2026-10-19 PRE-AUTHORIZED PAYMENT SPOTIFY P2B4F8 $22.99,1
"dec 12 dec 12 timhortons 4415 244.56 4,431.48",0
2026-08-20 PRE-AUTHORIZED PAYMENT SPOTIFY P2B4F8 $17.99,1
03/03 contactless purchase property mgmt rent 235.69,0
"2026-12-26 SWISS CHALET 1214 133.98 5,750.56",0
"2026-12-20 2026-12-20 PATREON* MEMBERSHIP 5.99 2,771.43",1
2026-12-09 SUBWAY REST 12244 $15.94,0
2026-10-04 pre-authorized payment anthropic claude.ai $7.99,1
2026-05-05 PRE-AUTHORIZED PAYMENT PATREON INTERNET $22.99,1
GOOGLE*HELP.PAY# ONE-TIME Feb 21 -7.48,0
2026-11-11 PRE-AUTHORIZED PAYMENT PATREON* MEMBERSHIP $22.99,1
PAY EMPLOYER DEPOSIT 2026-09-28 -48.48,0
Jan 10 CRUNCHYROLL*SUB 19.99,1
Sep 11 CONTACTLESS PURCHASE EXPRESSVPN SUBSCR 15.49,1
10/18 NETFLIX INTERNATIONAL B.V. $19.99,1
11/05 NORDVPN.COM $14.99,1
"May 25 DISNEY+ BURBANK CA $9.99 $6,351.14",1
"Jan 24 NETFLIX.COM 9.99 2,241.78",1
"04/12 04/12 LANDMARK CINEMAS 190.49 4,176.73",0
"02/03 02/03 COSTCO WHOLESALE W550 259.44 5,110.35",0
2026-08-20 CONTACTLESS PURCHASE PRESTO AUTOLOAD 228.52,0
"2026-07-07 shell canada products 45.92 5,565.85",0
12/25 12/25 AMZN MKTP CA WWW.AMAZON.CA 104.49,0
2026-07-22 DROPBOX.COM 7.99,1
Jan 19 PAYROLL DEPOSIT ACME LTD 52.25,0
"Oct 28 Oct 28 THE BEER STORE 2104 233.42 3,463.79",0
01/28 LYFT RIDE 27-04 $29.23,0
IMPARK00120199U 2026-01-16 -47.27,0
2026-05-21 CONTACTLESS PURCHASE NETFLIX.COM 22.99,1
"nov 28 nov 28 goodlife fitness 14.99 4,695.94",1
Mar 18 GOOGLE *YouTubePremium 10.99,1
2026-07-01 POS PURCHASE MCDONALD'S #40265 $205.14,0
OVERDRAFT PROTECTION FEE 2026-06-08 -43.40,0
2026-01-11 CINEPLEX ODEON QUEENSWAY 227.16 465.40,0
06/07 pre-authorized payment doordash*burger king $42.62,0
2026-04-26 GOOGLE *GOOGLE ONE $16.49,1
sony psn membership 05/07 -16.49,1
LANDMARK CINEMAS 05/08 -222.85,0
02/20 CONTACTLESS PURCHASE CRUNCHYROLL*SUB 11.99,1
Jun 13 PRE-AUTHORIZED PAYMENT MONTHLY PLAN FEE $205.28,0
2026-10-28 2026-10-28 APPLE STORE YORKDALE 203.11,0
09/23 09/23 GOOGLE ONE STORAGE 29.99,1
2026-09-09 2026-09-09 DROPBOX INTL 29.99,1
01/12 apple icloud 50gb 15.49,1
DOLLARAMA S-1182 2026-02-17 -68.93,0
2026-06-21 contactless purchase subway 42117-0 1.86,0
Mar 01 PRE-AUTHORIZED PAYMENT APPLE STORE R121 $240.60,0
"Apr 11 Apr 11 AUDIBLE*UK8FN2 7.99 4,083.28",1
"Sep 06 Sep 06 SHELL C02931 116.39 2,508.93",0
2026-08-21 POS PURCHASE GOOGLE PLAY STORE PURCH $135.01,0
08/25 POS PURCHASE LCBO/RAO #522 $31.26,0
2026-08-24 UBEREATS.COM/BILL 107.82,0
"07/07 07/07 GOOGLE*HELP.PAY# ONE-TIME 117.00 6,950.30",0
04/20 04/20 DOORDASH*BURGER KING 241.02,0
Nov 15 CONTACTLESS PURCHASE PATREON INTERNET 7.99,1
oct 21 contactless purchase amazon.ca*order 66.11,0
Sep 10 Sep 10 MCDONALD'S #40265 207.90,0
"2026-12-10 2026-12-10 LYFT RIDE 27-04 148.90 6,084.15",0
"2026-02-26 direct deposit payroll $144.95 $1,147.60",0
Jun 19 AMAZON.CA*ORDER $44.60,0
2026-06-24 HYDRO ONE PREAUTH 212.33,0
PATREON* MEMBERSHIP 11/01 -7.99,1
GOOGLE *PLAY APP 12/21 -192.64,0
"07/05 APPLE ONLINE STORE ORDER 18.77 4,354.34",0
WAL-MART #1061 2026-11-22 -251.07,0
CINEPLEX #7712 06/14 -156.01,0
2026-01-11 PRE-AUTHORIZED PAYMENT SHOPPERSDRUGMART 984 $217.17,0
Mar 28 MICROSOFT*M365 $5.99 $190.14,1
09/08 OVERDRAFT PROTECTION FEE 247.39,0
"09/18 AUDIBLE.CA MEMBERSHIP $11.99 $5,661.05",1
01/15 CONTACTLESS PURCHASE DISNEY PLUS 10.99,1
09/22 pos purchase wal-mart #1061 $76.41,0
"2026-03-27 adobe *photogphy plan 24.99 2,121.33",1
"07/21 07/21 GOOGLE *YouTubePremium 10.99 7,511.55",1
"Jan 18 PLAYSTATIONNETWORK SUB 7.99 3,540.44",1
01/28 PRE-AUTHORIZED PAYMENT UBER *TRIP HELP.UBER.COM $101.17,0
2026-04-10 PRE-AUTHORIZED PAYMENT LCBO/RAO #522 $135.55,0
"12/08 UBER EATS 25.62 7,276.91",0
2026-09-17 MSFT * ONE MICROSOFT $22.99,1
2026-09-07 ROGERS PREAUTH PAYMT 112.01,0
2026-08-23 2026-08-23 AMZN MKTP CA*2B4FZ8 72.51,0
"2026-06-26 2026-06-26 WAWANESA INSURANCE 242.03 6,193.15",0
"Jan 26 GOOGLE *YouTubePremium 4.99 2,229.94",1
"Jul 02 STARBUCKS COFFEE T886 $183.52 $1,416.68",0
Mar 27 TWITCH SUBSCRIPTION $4.99,1
10/23 FIDO MOBILE PAYMENT 82.80,0
"Feb 01 UBER BV TRIP 4X2 $252.36 $3,361.58",0
08/11 PRE-AUTHORIZED PAYMENT ADOBE *CREATIVE CLD $10.99,1
"2026-07-28 NYT*NYTIMES SUBSCRIPTION $7.99 $4,428.46",1
12/18 contactless purchase go transit union stn 42.95,0
"2026-07-14 CINEPLEX #7712 235.13 5,938.50",0
06/24 06/24 CRAVE ENTERTAINMENT 15.49,1
Mar 24 Mar 24 PLAYSTATIONNETWORK SUB 19.99,1
2026-08-18 CONTACTLESS PURCHASE ADOBE *PHOTOGPHY PLAN 14.99,1
10/23 10/23 CLAUDE.AI SUBSCRIPTION 10.99,1
Dec 23 SHELL EASYPAY 4482 $79.14,0
2026-05-10 CONTACTLESS PURCHASE TD INSURANCE PREAUTH 148.92,0
Apr 11 WAWANESA INSURANCE 97.39,0
"2026-07-12 2026-07-12 DROPBOX*H3JQ9F 15.49 3,586.53",1
Jun 23 MCD #33851 $95.48,0
04/15 MICROSOFT*XBOX GAME PASS $19.99,1
2026-01-21 COSTCO.CA ONLINE 228.35 121.34,0
2026-08-16 CONTACTLESS PURCHASE ATM WITHDRAWAL 004412 83.64,0
Jul 23 PRE-AUTHORIZED PAYMENT DROPBOX.COM $12.99,1
May 11 May 11 PLAYSTATION NETWORK 54.99,1
2026-08-03 POS PURCHASE ATM WITHDRAWAL 004412 $50.72,0
2026-01-23 nyt*nytimes subscription 10.99 583.88,1
"2026-06-20 UBER BV TRIP 4X2 $126.79 $1,840.52",0
05/12 CONTACTLESS PURCHASE GOOGLE PLAY STORE PURCH 69.45,0
Aug 14 PATREON INTERNET 54.99,1
04/01 POS PURCHASE CRUNCHYROLL*SUB $29.99,1
2026-06-23 CONTACTLESS PURCHASE WAWANESA INSURANCE 14.30,0
12/28 CONTACTLESS PURCHASE OPENAI *CHATGPT SUBSCR 10.99,1
Oct 25 ABM WITHDRAWAL BR 2214 $88.99,0
2026-06-17 POS PURCHASE DROPBOX.COM $24.99,1
01/13 CONTACTLESS PURCHASE NORDSEC LTD 10.99,1
03/16 SDM #1121 TORONTO $109.11,0
2026-11-23 2026-11-23 bestbuy online order 239.61,0
03/23 POS PURCHASE XBOX GAME PASS $7.99,1
2026-05-22 2026-05-22 GOOGLE YOUTUBE MEMBER 9.99,1
"06/22 MONTHLY PLAN FEE 257.59 3,327.59",0
feb 01 pos purchase microsoft*m365 $9.99,1
Jan 22 AUDIBLE.CA MEMBERSHIP 14.99,1
2026-06-10 PRE-AUTHORIZED PAYMENT DOLLARAMA MTL $36.02,0
"11/26 PAY EMPLOYER DEPOSIT 52.93 5,482.32",0
02/01 02/01 LANDMARK CINEMAS 80.27,0
"2026-09-02 2026-09-02 PAY EMPLOYER DEPOSIT 159.33 2,713.78",0
09/12 PRE-AUTHORIZED PAYMENT MCDONALDS Q04 MISSISSAUGA $218.49,0
2026-08-08 NYTIMES DIGITAL 11.99,1
"2026-07-06 ESSO 7-ELEVEN 136.82 7,728.45",0
"2026-10-07 2026-10-07 STARBUCKS COFFEE T886 89.45 8,480.97",0
Jan 16 GOOGLE *YOUTUBE PREM 4.99,1
Oct 22 PRE-AUTHORIZED PAYMENT GOODLIFE FITNESS $54.99,1
Feb 01 PRE-AUTHORIZED PAYMENT STARBUCKS #04521 $227.19,0
"06/26 ABM WITHDRAWAL BR 2214 $238.95 $8,565.03",0
Apr 06 Apr 06 BELL MOBILITY PREAUTH 144.15,0
"02/23 02/23 EBAY O*12-34567 185.66 4,482.71",0
04/11 CONTACTLESS PURCHASE COSTCO WHOLESALE W550 150.20,0
06/28 EXPRESS TECH LTD 15.49,1
SONY PSN MEMBERSHIP Sep 21 -10.99,1
"07/19 IMPARK00120199U 254.27 6,733.73",0
2026-03-06 2026-03-06 GREEN P PARKING 189.88,0
PRECISE PARKLINK TOR 06/16 -223.24,0
"Feb 05 Feb 05 STARBUCKS COFFEE T886 143.16 6,782.78",0
"03/02 ROGERS COMMUNICATIONS $190.32 $4,782.42",0
09/06 MCD #33851 40.92,0
"2026-09-01 APPLE.COM/BILL 866-712-7753 $16.49 $3,701.52",1
"08/21 BESTBUY.CA #937 $82.39 $6,821.25",0
2026-09-11 POS PURCHASE NSF FEE $184.03,0
12/26 NO FRILLS #866 61.35 993.61,0
03/24 CONTACTLESS PURCHASE PRESTO AUTOLOAD 117.55,0
Nov 26 CONTACTLESS PURCHASE GOODLIFE CLUBS MSP 19.99,1
2026-04-24 OPENAI SAN FRANCISCO $9.99,1
Feb 14 DIRECT DEPOSIT PAYROLL $188.02,0
06/04 06/04 DOLLARAMA MTL 219.72,0
01/14 E-TRANSFER SENT J. SMITH 259.86,0
12/01 CONTACTLESS PURCHASE OPENAI SAN FRANCISCO 10.99,1
Oct 19 PRE-AUTHORIZED PAYMENT TWITCH SUBSCRIPTION $17.99,1
"2026-06-16 2026-06-16 dollarama mtl 139.57 6,676.84",0
11/23 ebay o*12-34567 117.60,0
2026-01-26 2026-01-26 PAYROLL DEPOSIT ACME LTD 24.79,0
05/01 pre-authorized payment uber bv trip 4x2 $54.30,0
"Jan 07 LCBO/RAO #522 $143.86 $8,017.73",0
"03/07 TIMHORTONS 4415 $212.01 $6,761.75",0
NYTIMES DIGITAL 02/26 -12.99,1
"2026-04-07 2026-04-07 SPOTIFY STOCKHOLM SE 11.99 4,383.58",1
"10/26 TWITCH.TV/SUBS 4.99 8,303.19",1
2026-09-21 TIM HORTONS #2231 217.74,0
"2026-12-13 2026-12-13 GOOGLE ONE STORAGE 7.99 8,647.42",1
2026-04-23 DOLLARAMA #423 $72.72,0
2026-10-05 DROPBOX.COM 11.99,1
2026-09-19 2026-09-19 BESTBUY ONLINE ORDER 170.77,0
01/02 01/02 SHELL CANADA PRODUCTS 33.27,0
Sep 07 BESTBUY ONLINE ORDER 130.29 917.84,0
feb 13 pre-authorized payment expressvpn subscr $22.99,1
"02/15 expressvpn.com 14.99 2,392.96",1
"Apr 22 COSTCO.CA ONLINE $196.27 $1,311.98",0
10/14 PRE-AUTHORIZED PAYMENT SHELL CANADA PRODUCTS $73.13,0
DISNEYPLUS.COM 2026-04-12 -54.99,1
"dec 08 dropbox*h3jq9f 9.99 7,058.83",1
11/12 11/12 ABM WITHDRAWAL BR 2214 103.18,0
11/01 11/01 STARBUCKS 800-782-7282 254.08,0
Nov 23 ACCOUNT MAINTENANCE FEE $181.72,0
"07/21 DROPBOX.COM $7.99 $6,108.37",1
"May 09 COSTCO WHOLESALE W550 68.19 1,188.64",0
Feb 14 RENT PAYMENT PREAUTH $53.98,0
jun 24 jun 24 spotify ab 24.99,1
"Sep 01 HELLOFRESH*WK26 29.99 8,149.35",1
2026-11-15 CASH WITHDRAWAL ATM 161.65,0
"08/23 NORDSEC LTD 17.99 6,869.68",1
NEW YORK TIMES DIGITAL 03/11 -12.99,1
2026-10-24 NORDVPN *SUBSCRIPTION $24.99 $585.94,1
"Jul 05 Jul 05 EXPRESSVPN.COM 54.99 7,714.22",1
nov 24 tim hortons #2231 36.78,0
03/07 CONTACTLESS PURCHASE GOOGLE *YouTubePremium 24.99,1
May 08 POS PURCHASE MCDONALDS Q04 MISSISSAUGA $200.40,0
01/08 POS PURCHASE GO TRANSIT UNION STN $227.23,0
05/05 contactless purchase netflix.com 17.99,1
2026-10-08 2026-10-08 NOFRILLS FERRI'S 20.83,0
2026-02-12 2026-02-12 MONTHLY PLAN FEE 166.08,0
"03/24 03/24 COSTCO GAS W1275 124.83 6,527.18",0
"Nov 12 COSTCO.CA ONLINE 152.44 4,797.63",0
12/24 cineplex odeon queensway $6.91,0
"08/03 EBAY O*12-34567 234.72 4,855.61",0
03/27 POS PURCHASE PLANET FITNESS CLUB FEES $15.49,1
Dec 10 CONTACTLESS PURCHASE NETFLIX.COM AMSTERDAM 12.99,1
"Oct 24 BOSTON PIZZA #318 $174.83 $5,352.20",0
07/23 BELL CANADA OB 65.19,0
Dec 14 Dec 14 WINE RACK #123 212.00,0
EXPRESS TECH LTD 2026-06-19 -16.49,1
Nov 04 POS PURCHASE WALMART.CA $71.34,0
Jun 18 PRE-AUTHORIZED PAYMENT LYFT CANADA INC $85.64,0
2026-08-26 PLANET FITNESS CLUB FEES 16.49,1
"dec 19 dec 19 claude.ai subscription 4.99 7,664.27",1
2026-04-20 POS PURCHASE SHELL CANADA PRODUCTS $63.72,0
APPLE.COM/BILL ON 2026-05-22 -29.99,1
"Aug 13 NO FRILLS #866 218.47 5,472.28",0
2026-10-19 AMAZON.CA*ORDER $259.72,0
01/04 SUBWAY REST 12244 $99.18,0
07/24 TIMHORTONS 4415 $169.76,0
APPLE.COM/BILL 866-712-7753 Apr 17 -5.99,1
MONTHLY PLAN FEE 2026-03-20 -23.48,0
Mar 14 Mar 14 DROPBOX INTL 4.99,1
Nov 19 PRE-AUTHORIZED PAYMENT GOOGLE*HELP.PAY# ONE-TIME $20.38,0
2026-10-06 STARBUCKS 800-782-7282 79.75,0
05/28 POS PURCHASE ANTHROPIC CLAUDE.AI $29.99,1
08/27 08/27 CINEPLEX #7712 77.61,0
05/22 PRE-AUTHORIZED PAYMENT SDM #1121 TORONTO $128.19,0
07/23 PRE-AUTHORIZED PAYMENT NOFRILLS FERRI'S $14.98,0
12/25 POS PURCHASE NEW YORK TIMES DIGITAL $12.99,1
2026-12-24 UBEREATS.COM/BILL $85.18,0
PAYROLL DEPOSIT ACME LTD 02/07 -190.66,0
Apr 16 Apr 16 TIM HORTONS #2231 188.24,0
01/23 PRE-AUTHORIZED PAYMENT SWISS CHALET 1214 $74.94,0
2026-01-26 CONTACTLESS PURCHASE WINE RACK #123 83.36,0
Apr 25 PRE-AUTHORIZED PAYMENT SPOTIFY STOCKHOLM SE $29.99,1
07/21 XBOX GAME PASS $4.99,1
2026-04-17 PLANET FITNESS CLUB FEES $22.99,1
"Mar 17 Mar 17 ADOBE INC SAN JOSE 5.99 2,145.75",1
2026-05-14 POS PURCHASE SWISS CHALET 1214 $91.63,0
"2026-09-05 DOLLARAMA #423 214.77 2,436.39",0
"2026-08-19 2026-08-19 EBAY COMMERCE CDA 169.23 3,505.19",0
"Sep 24 STARBUCKS COFFEE T886 $102.59 $2,577.16",0
"Oct 26 UBER BV TRIP 4X2 144.97 6,300.05",0
